Text,spam
"1. Our conviction of your transparent honesty anddiligence. 2. That you would treat this transaction with utmost secrecy and confidentiality because of thecircumstances we now find ourselves. 3. That the funds would be transferred to an account over which you have absolute control. Modalities have been worked out at the highest level of the presidency at the Central Bank of Nigeria for the immediate transfer of the funds within 14 working days, subject to your satisfaction of the above stated terms. Our assurance is that your role is 100% risk free. To accord this transaction, the legality it deserves and for mutual security of the parties involved and the funds, the whole approval procedures will be officially and legally processed with your name or the name of your company you may nominate as the bonafide beneficiary. Also, be informed that our main reason of contacting you is for the obvious reason that we will want to invest these funds in the real estate. It is our believe that you can be ofimmense help in this regards. Kindly expedite action so as to enable us include this transaction into this batch as payment to foreign contractors is usually carried out on ",1
"above. If not also let us know, so as to enable usenough time to scout for another credible foreignpartner or not to help carry out this transaction.I assure you that my partners and I are in a positionto make the payment of this claim possible providedyou can give us a very strong assurance and guaranteethat our share would be secured and please alwaysremember to treat this matter with the utmostconfidentiality, as any form of exposure wouldcompromise our positions in this government, beingactive Government Civil Servants. Once again, remember time is of great essence in thistransaction. I wait in anticipation of your fullest co-operation. Yours faithfully, Mr Chris Ogiemwonyi  --c2281d88-a547-4b67-bf90-b3d0370b5333--",1
moreIf I can take a diff car I am going in; if not I'll work from here,0
" will simply nominate you as the next of kin and have them release the deposit to you. I would have gone ahead to ask the funds be released to me, but that would have drawn a straight line in my involvement in claiming the deposit.I assure you that I could have the deposit released to you within the coming weeks. I will simply inform the bank of the final closing of the file relating to the late customer, I will then officially communicate with my Bank and instruct them to release the deposit to ",1
"=A7=DA=A6=B3=B7s=AA=BA=B9q=B6l=A6a=A7}=A1I=A7A=B2{=A5i=B9q=B6l=B5=B9=A7=DA==A1Gcyprus_bank3@yahoo.com.hkGood DayMr. A.G. FurnessBranch ManagerBank of CyprusLondon Branch=20Dear Friend,I am Mr. A.G Furness The Branch Manager of the Bank of Cyprus, London. ",1
"MY DEAR FRIEND,I DO BELIEF THAT THIS MAIL WILL NOT BE A DISTURBANT TOYOUR LIFE OR MAKE YOU TO BE MORE REPUGNANT ABOUT  MYPERSONALITY HENCE I HAVE  NO ALTERNATIVE OTHER THEN TOCONSULT A PATHETIC FELLOW  WHO MIGHT EXCEEDHUMANTERIAN GESTURE AND THEREBY TEMPER JUSTICE WITHMERCY UPON RECIEPIANTOF THIS PROPOSAL TO ASSIST ME SECURE AND KEEP THISMONEY THAT ARE NOW IN SECURITY COMPANY.HOWEVER,I AM CHARLES TAYLOR,FORMER LIBERIAN PRESIDENTWHO WAS CURRENTLY DETHROWNED BY THE  AMERICANPRESIDENT GEORGE W.BUSH FOLLOWING HIS SELFISH MOTIVESTO RULE THE WORLD BY ACT OF  WAR WHICH GENERATESKILLING SYNDROME BOTH MILITARY AND CIVILIANS OF WHICHTHE WORLD NEVER EXPERINCEALL THIS ATTACKS DURING PRESIDENT CLINTON'S ERA.OBVIOUSLY,I SAW THE WORLD WAISTING LIVES OF INNOCENTPEOPLE SO I DECIDED TO GIVE UP POWER IN OTHER TOCIRCUMVENT MORE KILLING THAT EMANATES AS A RESULT OFWAR.CONSENQUNTELY,I'VE BEEN GRANTED POLITICAL ASSYLUM BYPRESIDENT OLUSEGUN OBASANJO OF FEDERAL REPUBLIC OFNIGERIA WHERE I LIVE NOW WITH MY FAMILY,BUT AM HERETIDING UP MY THINGS ESPECIALLY MY FINANCES WHICH ICONSIDER AS MY GREATEST ACHIEVEMENT SO FAR AND WILLNOT BE HAPPY TO SEEANOTHER GOVERNMENT COME TO FREEZ MY ACCOUNT OR EVENTRACE TO THE BANK WHERE I OPERATE AS THERE ARESPECULATIONS TO FORESTALL MY GOING OUT TO NIGERIA WITHMY ACQUIRED FUNDS.SO TO SAY,I HAVE BEEN OPPORTUNED TOTRANSFER THE SUM OF USD40,000,000 WHICH WAS DISGUISEDAND SHIPPED TO ONEOF THE EUROPEIAN COUNTRY WHICH I WILL NOT MENTION NOWFOR SECURITY REASONS UNLESS I AM CONVINCED THAT YOUWILL BE OF HELP TO ME BEFORE I CAN OPEN UP WHERE THEMONEY IS AND ALSO LET YOU KNOW SOME OTHER TRANSFERTHAT I HAVE IN MIND TO EXECUTE IN AS MUCH AS THE ABOVEMENTION AMOUNT WILLBE IN GOOD CARE,FOLLOWING MY REASONS TO AVOID TRACE ORLIKAGE OF INFORMATION THAT MAY CAUSE FREEZEN OF MYFUNDS IN DUE COURSE.NEVERTHELESS,I WISH TO ADVICE THAT IF YOU'RE NOT OFAGE OR NOT CAPABLE OF DOING THIS BUSINESS,KINDLY OVERLOOK THIS PROPOSAL IN AS MUCH AS I GOT YOUR EMAILADDRESS THROUGH MY PERSONAL SEARCH.AND I WILLCOMPENSATE YOU BASED ON THOROUGH NEGOTIATION WITH MY[P.A] MR.PHILIP DICKSON WHO ISPRESENTLY IN NIGERIA WITH ME,YOU CAN CONTACT HIMATTENTION THROUGH THIS EMAIL :philipconteh28@hotmail.comFOR ORAL DISCUSSION REGARDING TO THIS TRANSACTION.THANKS FOR YOUR UNDERSTANDING.CHARLES TAYLOR,FORMER LIBERIA PRESIDENT.",1
Are you back?,0
fvi,0
FYI,0
When he comes in January let's have him for lunch w a small group including Mark Landler.,0
Yes will connect with Jake now on remarks as prepared,0
What's wrong w. Diouf? I'm up and about so call if you can.,0
H <hrod17@clintonemail.com>Saturday December 5 2009 11:41 AM'millscd@state.gov.Re: Have a great time!just left my house heading for yours to check on the painting.,0
"Good Day.Let me first of all treat on how I got your email address. I was looking forsomeone to go in partnership with in order to achieve an aim, which at the endof the day will leave both of us extra dollars in our accounts.Please note that this is no SCAM, but an honest transaction that willbe transacted between two or more reputable personalities.I am Mr Vincent Soglo, Chief Credit Officer of International Trust HouseBenin. There is an account opened in this Firm  in 2002 and since then nobodyhas operated on this account again. After going through some oldfiles in the records i discovered that if i do not remit this money outurgently it will be forfeited for nothing.A vault account of Col Ibrahim Sankoh , with a credit balance ofUS$11,300,000.00 dollars.The beneficiary,Col Ibrahim Sankoh , he died, leavingno WILL and no possible records for trace of heirs. For obvious reasons,i have decided to inherit this very A/C balance following a legitimaterelease procedure.If you are willing to assist me, Please hurry and provide us with yourfull names,residence address,occupation,date of birth, and contact Phonenumbers for communication purposes.We have unanimously concluded to release30% of the total sum to you for your participation.Please get back to me for detailed discussion.Truly Yours,Mr. Vincent Soglo.",1
"Dear Good Friend.I am Mrs Joy Williams from Solomon Islands. I am married to Mr. Lobi Williams who worked with our Embassy in Ivory Coast for nine years before he died in the year 2004. We were married for eleven years without a child. He died after a brief illness that lasted for only four days.Before his death we were both born again Christian. Since his death I decided not to remarry or get a child outside my matrimonial home which the Bible is against.When my late husband was alive he deposited the sum of $8.5 Million with a Bank in Cote D lvoire.Presently this money is still in the custody of the Bank in Cote D lvoire.Recently, my Doctor told me that I would not last for the next Eight months due to cancer problem. Having known my condition I decided to donate this fund to a church,organization or good person that will utilize this money the way I am going to instruct herein.I want a church,organization or good person that will use this fundfor orphanages, widows and other peoples that needs help and also propagating the word of God and to endeavor that the house of God is maintained.The Bible made us to understand that""Blessed is the hand that giveth"".l took this decision because I don't have any child that will inherit this money and my husband elatives are not Christians not even good at all because they are the one that responsible for the death of my husband in other to have all my late husband prperties and I don't want my husband's efforts to be used by those that conspired for his death.This is why I am taking this decision, I am not afraid of death hence I know where I am going. I know that I am going to be in the bosom of the Lord.Exodus 14 VS 14 says that ""the lord will fight my case and I shall hold my peace"". I don't need any telephone communication in this regard because of my health hence the presence of my husband's relatives around me always. I don't want them to know about this development and l know that With God all things are possible.As soon as I receive your reply I shall give you the contact of the Bank in Cote d' lvoire. I will also issue a letter of authorization to the bank that will prove you the present beneficiary of this money. I also want you, church or the organization to always pray for me because the lord is my only shephard.My happiness is that I lived a life of a worthy Christian. Whoever that Wants to serve the Lord must serve him in spirit and Truth. Please always be prayerful all through your life.Contact me on the this email address and any delay in your reply will give me room in sourcing another good person, church,organization for this same purpose.Please assure me that you will act accordingly as I Stated herein. Hoping to receive your response immedaitely.Thanks and Remain blessed in the Lord.l remain yours sister in Christ.Mrs. Joy Williams.",1
B1 1.4(B)1.4(D) B5B6Roger - we'll work em. Classified by DAS A/GIS DoS on 08/27/2015 â€”Class: CONFIDENTIAL â€” Reason: 1.4(B)1.4(D) B1 â€” Declassify on: 09/27/2025,0
Assume you're in Berlin. Holbrooke just dazzled & in some key cases mollified even persuaded Trilateral Commission reAfpak. It was off-record. I strongly feel he & others shd be out there publicly establishing the theory of the case notleast because that will help manage the delay before the Pres's decision/announcement.Safe travels & hi to Gorby (just kidding--he regards me as a Yeltsinite),0
"Dear friend,I am Mrs.kate koroma  wife to the late john koroma fromSierra Leon. I am writing you in absolute confidence prmarily to seekyour assistance to transfer our cash of($12,000.000.00) now in the custodyof a private Security trust firm in Europe.the money is in trunk boxesdeposited and declared as Precious stones by mylate Husband as a matter of fact the company does not know the content asmoney, although my husband made them to under stand that the boxes belongsto his foreign partner.Source of the money:My late Husband john koroma, a native of  Mende District in the Northernprovince of Sierra Leone, was the General Manager of Sierra Leone Miningco-operation (S.L.M.C.) Freetown . According to my Husband, this money wasthe income accrued from Mining Co-operation's over draft and minor sales.Before the peak of the civil war between the rebels forces  and the combinedforces of ECOMOG peace keeping operation that almost destroyed my country,following the forceful removal from power of the civilian elected PresidentAhmed Tejan Kabbah by the rebels. My Husband had already made arrangementforI and my two children to be evacuate to Ivory coast with the CERTIFICATE OFDEPOSIT  he made with a security firm in Europe through the aid of U.Nevacuation team.During the war in my country, and following the indiscriminate looting ofPublic and Government properties by the rebel forces, the Sierra Leonemining coop. Was one of the target looted and it was destroyed. My husbandincluding other top Government functionaries were attacked and killed by therebels in November 2000 because of his relationship with the civilianGovernment of Ahmed Tejan Kabbah.As a result of my husbands's death , and with the information we got thatthe rebels are out for us the burden became too much for me to handlecoupled with the ill health of my daugther she died in the process as icould not afford her a decent medical care.Our only hope now is in you andthe boxes deposited in the Security Firm To this effect, I humbly solicityour assistance in the followings ways.1. to assist me claim this boxes from the security Firm as our beneficiary2. to transfer this money (USD$12M) in your name to your country3. to make a good arrangement for a joint business investment on our behalfin your countryand you, our Adviser/ Manager For your assistance, I have agreed with myonly surviving son that 20% of the total amount will be for your effort andanother 10 % to cover all the expenses that may incur during the businesstransaction, and also 10% for any charity of choice the reasonI am doing this is that i never new that people are passing through suchhardship like this until i find myself in the same contion. Last, I urge youto keep this transaction strictly confidential as no one knows our whereabout.Please as you show your willingness, Forward to us your full name, addressand Tel/ Fax numbers, to me via my private email address as indicatedbellow, this is for security reasons as i will  only be accessing my privateemail earnestly awaiting your response.Thanks.May God bless you as you assist us.MRS KATE KOROMAmrskatekoroma@netscape.net",1
Importance: HighFYI,0
"Amount deposited for us in the finance company is valued $9.5 which i need your help for the clearance and transfer into your country where i want to relocate and have a good life.can we talk about it.you can send me through my e-mail jelo_lover1981@yahoo.frand phone to reach me is 00229-90988269i want to relocate to your area and have decided to confide to u in details all about Me and my fund and need your help over the clearance and transfer over there which i want to relocate for living and investment and your kind help is required  i trust you 100% and have confidence in you and you have all the qualities i need for the investment of our fund in good investment and i know you will be able to take good care of me and my younger brother  and you will help us to control our fund after clearance into your account.   meanwhile, i have told my brother all about you and i have also informed him that i have told you about our coming over to you and about our fund which i need your help for the clearance and transfer to into your account  for investment. he asked me how can i trust you without even knowing you better, i told my brother that Am a child of God  and God do not dissapoint and i was directed to contact you immediately i saw your profile.   But firstly, i will like to tell you who am so that you will understand and comprehend my point clearly .   My name is Miss Quien Jelo and am here in Benin Republic with my younger brother in a hotel called hotel colombo which we arrived two days now because of big war in that country called Ivory Coastr that lead to the death of my father ad mother living me and my younger brother alive and we are from Sierra Leone-Bo and lives in a country called Abidjan - Cote d'Ivoire but here in Benin Republic we entered as a result of the war in that  country which lead to the death of my father and mother living me and david alone on earth.And here in benin republic we entered as a refugee though we are not in the refugee camp and that is why we have access to internet to talk to you. We came here recently and we are staying in a hotel.    Please we need your assitance and help and that is why we are writting you now.Before the death of my father, he used my name to deposit some money as his next of kin in a FINANCE COMPANY  HERE IN BENIN REPUBLIC. THE TOTAL AMOUNT DEPOSITED HERE FOR US IS VALUED AT $9.5 MILLION DOLLARS. And am standing as the beneficiary but cannot lay claim because here they do not allow refugees to operate account in the bank here and the finance company has contacted us to come and have our fund cleared .   My  late father was exporters of gold and diamond to european countries before his death.   All i need from you is to help us get the total money transfered into your account for investment once we change the beneficiary in your name and favour  as the person we authorise and empower for the clearance . WE NEED THE FOLLOWING TO ENABLE US CHANGE THE BENEFICIARY IN YOUR FAVOUR SO THAT YOU WILL BE STANDIND AS THE BONAFIDE AS WE EMPOWER AND THE FINANCE COMPANY WILL CONTACT YOU FOR THE TRANSFER. AFTER WE SIGN THE POWER OF ATTORNEY THAT WILL EMPOWER THEM TO RELEASE AND TRANSFER TO YOU AS INSTRUCTED AND AUTHORISED.I NEED THE FOLLOWING BELOW.     YOUR FULL NAME  YOUR ADDRESS  YOUR TELEPHONE AND MOBILE     ONCE WE RECEIVE ALL THIS AND YOUR TELEPHONE CALL ASSURING US YOUR READINESS AND WILLINGNESS TO HELP US CLEAR AND CLAIM OUR MONEY AND ASSURE US ALSO OF HELPING US TO INVEST OUR  MONEY WHICH IS THE ONLY HOPE OF OUR LIVING  AND YOU ARE NOT GOING TO BETRAY US ONCE THE  MONEY ARRIVE IN YOUR ACCOUNT. WE WILL SUBMIT YOUR DETAILS  FOR THE CHANGE OF THE BENEFICIARY IN YOUR FAVOUR TO ENABLE THE FINANCE COMPANY HAVE THE FUND TRANSFER AS WE AUTHORISE.",1
"Computer optimization and Installation $16,000.000.00Installation of 250,000.00 MonaxTurbine$10,000.000.00Turn Around Maintenance $5,000,000.00Our aim of over-invoicing this payment is to divertthe excess amount to a discrete account abroad. This fund is now floatingin suspense account at the Central Bank of Nigeria (CBN).This is the fund my colleagues and I have decided to transfer into youraccount since we, as civil servants are not allowed to operate or ownforeignaccount.The money will be shared as follows after transfer:30% for you (Account Owner) 60% for me and my colleagues 10% to off-set bothlocal and international expenses thatWould be incurred in the course ofthis transaction.To be able to claim the funds, we will be purporting your company to bethe original contractor / beneficiary of the funds so all procedures forinternational transfer shall be strictly followed,as we have worked outall modalities for a swift and riskfree transfer.If this proposal satisfies you, please contact me via E-mail OR fax number234-1-7592412with the following important information. Bank Name / Address Account NameAccount Number and your Personal Phone / Fax Numbers for easy communication.This transaction will last for 14 working days from the time we submit the required information, as all modalities concerning this transaction have been worked out and it is completely risk free. Please be informed that this subject is classified sensitive. Therefore treat the transaction with utmost confidentiality and urgency. Yours Faithfully, Dr Martins Awele__________________________________________________Broadband from an unbeatable ï¿½15.99!http://www.tiscali.co.uk/products/broadband/home.html?code=SM-NL-11AM",1
"AUDITING AND ACCOUNTING SECTION,=20AFRICAN DEVLOPMENT BANK ( A.D.B )=20OUAGADOUGOU BURKINA-FASO,WEST AFRICA.=20ATTENTION PLEASE:=20I AM MR MUSA SANI THE DIRECTOR IN CHARGE OF AUDITING AND ACCOUNTING SEC=TION OF AFRICAN DEVELOPMENT BANK (A.D.B) OUAGADOUGOU BURKINA-FASO WEST =AFRICA. WITH DUE RESPECT AND REGARD. I HAVE DECIDED TO CONTACT YOU ON A BUSINE=SS TRANSACTION THAT WILL BE VERY BENEFICIAL TO BOTH OF US AT THE END OF= THE TRANSACTION . DURING OUR INVESTIGATION AND AUDITING IN THIS BANK, MY DEPARTMENT CAME= ACROSS A VERY HUGE SUM OF MONEY BELONGING TO A DECEASED PERSON WHO DIE=D IN A PLANE CRASH AND THE FUND HAS BEEN DORMANT IN HIS ACCOUNT WITH TH=IS BANK WITHOUT ANY CLAIM OF THE FUND IN OUR CUSTODY EITHER FROM HIS FA=MILY OR RELATION BEFORE OUR DISCOVERY TO THIS DEVELOPMENT.=20THE SAID AMOUNT WAS (U.S 22.85M DOLLARS).=20AS IT MAY INTEREST YOU TO KNOW, I GOT YOUR IMPRESSIVE INFORMATION THROU=GH INTERNET DIRECTORY .  MEANWHILE ALL THE WHOLE ARRANGEMENT TO PUT CLA=IM OVER THIS FUND AS THE BONAFIDE NEXT OF KIN TO THE DECEASED, GET THE =REQUIRED APPROVAL AND TRANSFER THIS MONEY TO A FOREIGN ACCOUNT HAS BEEN= PUT IN PLACE AND DIRECTIVES AND NEEDED INFORMATION WILL BE RELAYED TO =YOU AS SOON AS YOU INDICATE YOUR INTEREST AND WILLINGNESS TO ASSIST, AN=D ALSO BENEFIT YOUR SELF TO THIS GREAT BUSINESS OPPORTUNITY.  IN FACT I= COULD HAVE DONE THIS DEAL ALONE BUT BECAUSE OF MY POSITION IN THIS COU=NTRY AS A CIVIL SERVANT (A BANKER),WE ARE NOT ALLOWED TO OPERATE A FORE=IGN ACCOUNT AND WOULD EVENTUALLY RAISE AN EYE BROW ON MY SIDE DURING TH=E TIME OF TRANSFER BECAUSE I WORK IN THIS BANK. THIS IS THE ACTUAL REASON WHY IT WILL REQUIRE A SECOND PARTY OR FELLOW= WHO WILL FORWARD CLAIMS AS THE NEXT OF KIN WITH AFFIDAVIT OF TRUST OF =OATH TO THE BANK AND ALSO PRESENT A FOREIGN ACCOUNT WHERE HE WILL NEED =THE MONEY TO BE RE-TRANSFERRED INTO ON HIS REQUEST AS IT MAY BE AFTER D=UE VERIFICATION AND CLARIFICATION BY THE CORRESPONDENT BRANCH OF THE BA=NK WHERE THE WHOLE MONEY WILL BE REMITTED FROM TO YOUR OWN DESIGNATION =BANK ACCOUNT. I WILL NOT FAIL TO INFORM YOU THAT THIS TRANSACTION IS 100% RISK FREE.= ON SMOOTH CONCLUSION OF THIS TRANSACTION, YOU WILL BE ENTITLED TO 30% =OF THE TOTAL SUM AS GRATIFICATION, WHILE 10% WILL BE SET ASIDE TO TAKE =CARE OF EXPENSES THAT MAY ARISE DURING THE TIME OF TRANSFER AND ALSO TE=LEPHONE AND INTERNET BILLS, WHILE 60% WILL BE FOR ME AND MY COLEAGUES. PLEASE, YOU HAVE BEEN ADVICED TO KEEP ""TOP SECRET"" AS I AM STILL IN SE=RVICE AND INTEND TO RETIRE FROM SERVICE AFTER WE CONCLUDE THIS DEAL WIT=H YOU.  I WILL BE MONITORING THE WHOLE SITUATION HERE IN THIS BANK UNTI=L YOU CONFIRM THE MONEY IN YOUR ACCOUNT AND ASK ME TO COME DOWN TO YOUR= COUNTRY FOR SUBSEQUENT SHARING OF THE FUND ACCORDING TO PERCENTAGES PR=EVIOUSLY INDICATED AND FURTHER INVESTMENT, EITHER IN YOUR COUNTRY OR AN=Y COUNTRY YOU ADVICE US TO INVEST IN.  ALL OTHER NECESSARY VITAL=20=20I NFORMATION WILL BE SENT TO YOU WHEN I HEAR FROM YOU.I LOOK FORWARD TO RECEIVE YOUR PHONE AND FAX NUMBERS FOR EASY COMMUNICA=TION,  YOURS FAITHFULLY,=20(MR MUSA SANI  22676086692)=A1Miles de amigos con tus mismas aficiones! http://www.latinchat.com--latinmail.com_ltwebml02.localdomain_bc68c9a2cc9a8e853c699e610758d1f4--",1
ok,0
8:00 am PHONE CALL w/CHINESE STATE COUNCILOR DAI BINGGUOPrivate Residence9:25 am DEPART Private Residence *En route Washington National Cathedral9:30 am ARRIVE Washington National Cathedral10:00 am FUNERAL SERVICE FOR DR DOROTHY HEIGHT12:00 pm (t) Washington National Cathedral 3101 Wisconsin Avenue NW12:05 pm (t) DEPART National Cathedral *En route State Department12:15 pm (t) ARRIVE State Department12:15 pm OFFICE TIME1:15 pm Secretary's Office1:15 pm MEETING w/JACK LEW AND RAJ SHAH1:30 pm Secretary's Office1:30 pm BILATERAL w/POLISH FM RADOSLAW SIKORSKI2:00 pm Secretary's Conference Room *Official photo in East Hall preceding.2:00 pm PRESS PRE-BRIEF2:05 pm Secretary's Office2:05 pm JOINT PRESS AVAILABILITY w/POLISH FM SIKORSKI2:20 pm Treaty Room2:30 pm OFFICE TIME3:10 pm Secretary's Office3:10pm MEETING w/MILDRED OTERO3:20pm Secretary's Office3:25 pm DEPART State Department *En route White House3:30 pm ARRIVE White House3:30 pm SMALL GROUP MEETING4:15 pm White House Situation Room4:30 pm WEEKLY MEETING w/POTUS5:00 pm Oval Office5:05 pm DEPART White House *En route State Department5:10 pm ARRIVE State Department5:30 pm HOST ANNUAL RECEPTION FOR THE DONORS TO THE7:00 pm DIPLOMATIC RECEPTION ROOMS Adams/Franklin Rooms 8th Floor7:05 pm DEPART State Department *En route Grand Hyatt Hotel7:15 pm ARRIVE Grand Hyatt Hotel7:20 pm REMARKS AT THE AMERICAN JEWISH COMMITTEE GALA7:40 pm ANNUAL DINNER Grand Hyatt Hotel 1300 H Street NW7:40 pm DEPART Grand Hyatt Hotel *En route Private Residence7:55 pm ARRIVE Private Residence ###,0
Will bring tomorrow,0
FYIFrom Stevens John CSent; Monday April 23 2012 7:00 PMTo; Sullivan Jacob)Cc Cretz Gene A; Fettman JeffreySubject RE: Latest from HRC friendJake- Interesting report. Gene is closer to the action and I defer to him on the latest Jail-ian thinkingand machinations vis-a-vis the cabinet and INC. I hadn't heard about ENI-related corruption butwouldn't be surprised.On the federalism issue. Jail is right to be concerned about eastern agitation for autonomy. Acabinet chance won't solve that problem though. Nor will recruiting Belhaj and Islamist fighters totake on the Bardans. To the contrary it would only lead to unwanted bloodshed - the large Obeidtribe still nurses a serious grudge against Belhaj and his ilk for the Islamists' presumed role in killing theirbeloved Gen. Yunis last July and would probably put up a fierce fight.The cabinet and INC need to have a serious discussion with the Bargans - if they aren't alreadydoing so - about how power and resources are to be distributed in the new Libya. The Libyans heldsimilarly heated debates on this very topic in the early1950s as they held their first parliamentaryelections and drafted their constitution (there were actually violent skirmishes in connection withthose elections and Washington delayed the arrival of the first US ambassador until after things hadcalmed down). Hopefully the current leadership can negotiate these issues peaceably in thecorning months. Of course we and the UN and our other partners should encourage them to do so.- ChrisSBUThis email is UNCLASSIFIEDFrom; Sullivan JacobSent: Monday April 23 2012 5:31 PMTo: Stevens John C; Cr Gene A; Feltman Jeffrey DSubject Latest from HRC friendU.S. Department of StateCase No. F-2015-04841Doc No. C05739878Date: 05/13/2015STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045185U.S. Department of StateCase No. F-2015-04841Doc No. C05739878Date: 05/13/2015STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER.Let me know your thoughts:SOURCE: Sources with direct access to the Libyan National Transitional Council as well as the highest levels ofEuropean Governments and Western Intelligence and security services.1.On April 17 2012 Libyan National Transitional Council (NTC) President Mustafa Abdel Jalil stated to a closeadvisor that he is considering when or even if to hold a vote of no confidence in the NTC regarding support for thegovernment of Prime Minister Abdel Rahman al-Keib. According to a source with access to the NTC leadership Jalilrealizes that a majority of the Council members no longer support el-Keib and his cabinet of Western educated technicalexperts. Jaili continues to believe that for the moment the most important issue facing the NTC is the federalistmovement toward a semi-autonomous state in the Eastern region of Cyrenaica (Barge in Arabic). This situation continuesto complicate the NTC efforts to stabilize the country. With this in mind Jalil expressed concern that a dramatic vote of noconfidence for el-Keib will weaken the entire NTC by association. Instead according to this source Jalil is consideringdelaying a CiOCISI011 possibly putting it off until an elected legislature is in place in the late summer or early fall of 2012.2. (Source Comment: In the opinion of this individual the NTC has been able to reach a temporaryunderstanding with the eastern federalists allowing the separatists to administer their local regions while deferring to theNTC for national and international issues. The complicating factor at this point lies in reaching a determination regardingwho has authority over new contracts with oil companies and other international firms. As of the week of April 16 2012no decision has been reached on this point. The bulk of the NTC leadership is drawn from Barge and Jalil now believesthey can control the situation if they can establish an organized central government. In particular Jalil according to asensitive source is increasingly confident that the eastern roots of the NTC will allow him to balance the federalistmovement against the need for a sense of national unity. In the opinion of this source el-Keib's future depends on Jalil'sopinion of his capacity to deal with this complex situation.)3. Minister of Defense Ousama al Juwali is viewed by Jalil as the most important western Libyan in el-Keib'scabinet and the President and the leaders of the NTC had hoped that he would be able to deal with the confused securitysituation in Tripoli. However while he did receive assurances from General Abdel Hakim Alamin Belhaj regardingpossible assistance from his Islamist troops if fighting broke out between the National Army and the militia's loyal to theeastern federalists. Unfortunately from Jalil's point of view this effort seems to have emboldened Belhaj and heightenedtension between the eastern and western portions of the country. According to this source after reviewing the federalistproblem Dr Abd al-Nasser SHamata the head of the Crisis Management for the NTC believes that el-Keib al Juwali OilMinister Abdulrahman Ben Yezza and the bulk of the cabinet should be replaced by people drawn from within the NTCindividuals who are in touch with the concerns of the Libyan people of all tribes and political groups. In the opinion of thissource Jalil is factoring this position into his decision on el-Keib.4. Regarding the existing relationships with international oil firms SHamata told Jalil that for the most part theexisting fields are continuing to produce and the owners have worked out security arrangements with local political andtribal leaders. However since el-Keib and Ben Yezza have been unable to bring order to the national administration it isdifficult for firms to initiate new projects since it is not clear who has the authority or the desire to sign suchagreements. SHamata stated forcefully that the Prime Minister whoever he is must establish an orderly administrationbefore full advantage can be gained from the oil fields. In the meantime SHamata warns that his office has foundevidence of corruption between local officials and international firms. In this regard he stated that local representatives ofthe Italian national oil firm (ENI) have made problematic arrangements with local officials in the western part of thecountry where their oil fields are located. He added that most of these ENI employees are Libyans but he believes ENImanagement in Italy is aware of this situation. SHamata pointed out without additional comment that Ben Yezza is along time senior official of ENI.5. In the opinion this source SHamata and Jalil are not planning to publicize these charges regarding ENI at leastuntil they decide how best to move forward on el-Keib whether to allow the Prime Minister more time to address hisproblems proceed with the vote of no confidence or quietly ask him to step down on his own.6. (Source Comment: According to this source el-Keib is under fire primarily as a result of his failure to bringorder to the National Army disarm independent militias and establish security throughout the country. The leadingopposition to el-Keib is based in the Political Issues committee of the NTC and as many as 42 of the 73 active NTCmembers will vote against el-Keib if Jalil brings this matter to a vote. The source warns that these numbers are providedby members of this Political committee who may have their own agenda. A two thirds majority is required for the noconfidence vote however; several senior members of the NTC are reluctant to take such a step until a constituentassembly has been elected. They do not want this to look like the decision of a small group of people.)U.S. Department of StateCase No. F-2015-04841Doc No. C05739878Date: 05/13/2015STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045186,0
"Dear Sir/Madam,Do accept my sincere apologies if my mail does not meet your personal eth=ics.I will introduce myself as Gordon, a staff in the accounts management sec=tionof a well-known bank here in the United Kingdom. One of our accounts with holding balance of =A315,000,000(Fifteen Million=British Pounds) has been dormant and has not been operated for the past4 years. >From my investigations and confirmations, the owner of this account a for=eignerby name Austin Martins died in August 2000 and since then nobody has done=anything as regards the claiming of this money because he has no familymembers who are aware of the existence of neither the account nor the fun=ds.Also Information from the National Immigration states that he was also si=ngleon entry into the UK.I have secretly discussed this matter with some of the bank officials and=we have agreed to find a reliable foreign partner to deal with. We thuspropose to do business with you, standing in as the next of kin of thesefunds from the deceased and funds released to you after due processes hav=ebeen followed. This transaction is totally free of risk and troubles as the fund is a le=gitimateand does not originate from drug, money laundry, terrorism or any otherillegal act. On your interest, let me hear from you.Regards,Gordon.  ",1
"gnment and also give them your details and address where the consignment =will be  delivered and then get back to me as soon as possible to enble m=e forward you the shipping documents that will legally emback with the re=ceipt/claim. Mean while, I will be coming over to your country immediatel=y you recieve the consignment for my 10% share.reply through my  private =EMAIL(clementasuzu@yahoo.it) Congrats and remain blessed. Best Regards, Y=ours faithfully, Dr. CLEMENT ASUZU</span></div></div>--0-669550922-1186531499=:34109--",1
"Kind RegardsMr. Mark EllisChief Financial OfficerCCTB BANK, LONDON-ENGLAND",1
